V1008,V186,V684,V787,V1129,V189,V624,V846,V1046,V936,V1066,V959,V418,V729,V1172,V243,V173,V121,V414,V712,V620,V49,V868,V128,V70,V378,V1150,V685,V1021,V328,V1082,V579,V409,V11,V715,V606,V326,V68,V1269,V1261,V97,V311,V77,V221,V132,V1215,V1165,V499,V545,V674,V1100,V242,V739,V1298,V360,V487,V85,V352,V159,V750,V1088,V1018,V940,V78,V1163,V456,V692,V510,V131,V484,V76,V481,V573,V451,V430,V1222,V521,V559,V941,V358,V761,V980,V1195,V1281,V909,V935,V462,V464,V477,V314,V629,V544,V811,V1240,V875,V799,V843,V532,V318,V466,V47,V336,V603,V1160,V958,V577,V1092,V796,V751,V906,V281,V767,V191,V111,V1145,V288,V16,V977,V823,V1089,V1075,V1287,V1233,V1103,V888,V746,V325,V550,V699,V103,V459,V401,V452,V553,V1164,V643,Output
0.24180186732061612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08865951864275964,0.008370243501152811,0.0,0.0,0.0,0.1273217433043289,0.0,0.0,0.0,0.06555139867401155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676813772651151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007211885627465406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091444362565729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791786665105743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12365517439041049,0.0,0.0,0.0,0.0,0.0,0.053165602499536606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.0,0.0,0.0,0.0,0.0,0.013563153589313651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11339504290438288,0.0,0.0,0.0,0.0,0.0,0.0,0.005676874171963113,0.0,0.0,0.0,0.0,0.0,0.0,0.01920599605292717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006001850947003934,0.0,0.0,0.0,0.004181275518355624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129440181763597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14116864922295502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178881109199699,0.0,0.0,0.010658071099861662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00946504390221395,0.43749602284101596,0.014090225104819692,0.0,0.0,0.0,0.0015609316532748676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0.0,0.0,0.0,0.0,0.0,0.01467134823241438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910356726336608,0.0,0.0,0.0,0.0,0.0,0.0,0.00638855619211575,0.0,0.0,0.0,0.0,0.0,0.0,0.0240577560004465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029941780598657245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06488203286305431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050953035685626105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049935786762131854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010988173202306377,0.43229295258498013,0.01465065569232733,0.0,0.0,0.0896703811208489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0.0,0.0,0.0,0.0,0.0,0.009661921770456935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32217272667900826,0.0,0.0,0.0,0.0,0.0,0.0,0.004416772234925975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012057405820441278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136455035217952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025367423484645567,0.13980531579124414,0.004255972888844347,0.0,0.0,0.018067822509939713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45386182223760346,0.0,0.0,0.0,0.0,0.0002854646740257197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008871612161942578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067042916238454625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011157586680934676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020286181777595294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019891855829430063,0.034588947718758735,0.003724227533702776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0.0,0.0,0.0,0.0,0.09787028330966414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04468338999472063,0.008165370838080745,0.0,0.017529358574192376,0.0,0.0,0.026364462161271664,0.0,0.0,0.0,0.006885111682160657,0.0,0.00045979275591056135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03497185199570701,0.0,0.0,0.0,0.142590149374235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00664589960574521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035177118162121332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030128530163725565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.750825773688358,0.0,0.0,0.0,0.0010661022993420284,0.0,0.0,0.0,0.0,0.009956787619767492,0.0,0.0,0.0,0.0,0.0,0.0,0.002093546382781675,0.0,0.0,0.0,0.0,0.0,0.38600372316121667,0.06880639063601061,0.0,0.4760760648483648,0.002710006114642741,0.0,0.24323520176206112,0.0,0.0,0.0,0.02267355646049073,0.0,0.019807334131396175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14036732587957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14457507935254935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4346332768560335,0.0,0.0,0.0,0.0,0.006421182597966494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014699444440915742,0.0,0.0,0.0,0.0,0.045761362709809426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27165101346106163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.04458156516934531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08757185877948455,0.0032624825361447086,0.003395584037611456,0.0,0.0,0.0,0.0,0.0044210643574969805,0.0,0.0,0.0,0.054001147083264034,0.0,0.011960003795459402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01501281361791664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007344496959871715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.20995902482869863,0.0,0.0,0.0,0.000577625831316451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776146675800235,0.25493543449861,0.1341717745169439,0.0,0.1360961275511558,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.22478491834873726,0.00040424879502763705,0.05372643174911856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058789347070156,0.0,0.0,0.0,0.08973128285300973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06771035316289513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007887784518511163,0.0,0.0,0.0,0.0,0.0,0.18149553856502917,0.0,0.0,0.0,0.0,0.0,0.0,0.43854283306065345,0.0,0.004691989915240704,0.010986795666453277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12125167712917197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06709126208513069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058515233727449,0.0,0.0,10
0.0,0.0,0.0,0.0,0.3384741918515448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19104920738273437,0.3290192314690629,0.047794935562762944,0.0,0.1981291188158378,0.0,0.0,0.4622909051518752,0.0,0.0,0.0,0.10296507210538136,0.0,0.009593956809802351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885870938326577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31802232345829323,0.0,0.0,0.0,0.0,0.01686105275296027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022502855746979338,0.0,0.08394969636202598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08182198794589624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395327588998139,0.0,0.5016712333419542,0.0,0.0,0.0,0.0,0.0,0.0,0.007287493433293227,0.0,0.0,10
